# Metrics for node-exporter
# Job: node-exporter
# Category: monitoring
# Exported at: 2025-07-02T11:09:54.004769
# Total metrics: 2478
# Unique metric types: 317

## go_gc_duration_seconds
node_network_mtu_bytes{device="bond0",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="br-218496e80dff",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="br-ba778a381b9b",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="docker0",instance="node-exporter:9100",job="node-exporter"} 65535
node_network_mtu_bytes{device="dummy0",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="erspan0",instance="node-exporter:9100",job="node-exporter"} 1450
node_network_mtu_bytes{device="eth0",instance="node-exporter:9100",job="node-exporter"} 65535
node_network_mtu_bytes{device="gre0",instance="node-exporter:9100",job="node-exporter"} 1476
node_network_mtu_bytes{device="gretap0",instance="node-exporter:9100",job="node-exporter"} 1462
node_network_mtu_bytes{device="ip6_vti0",instance="node-exporter:9100",job="node-exporter"} 1428
node_network_mtu_bytes{device="ip6gre0",instance="node-exporter:9100",job="node-exporter"} 1448
node_network_mtu_bytes{device="ip6tnl0",instance="node-exporter:9100",job="node-exporter"} 1452
node_network_mtu_bytes{device="ip_vti0",instance="node-exporter:9100",job="node-exporter"} 1480
node_network_mtu_bytes{device="lo",instance="node-exporter:9100",job="node-exporter"} 65536
node_network_mtu_bytes{device="services1",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="sit0",instance="node-exporter:9100",job="node-exporter"} 1480
node_network_mtu_bytes{device="teql0",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="tunl0",instance="node-exporter:9100",job="node-exporter"} 1480
node_network_mtu_bytes{device="veth3cb0139",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="vetha0984df",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="vethe3d70e5",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth1fc7398",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth2925046",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth5fbb27c",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth0292760",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth16d1bda",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth928a5d0",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth675f952",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth44e63ce",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth47012f9",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth51201d1",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth7722823",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth187feb3",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth2e0e765",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth3000906",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth5674f58",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth5f7642e",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth7850ffd",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth7d983a4",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth867513b",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth9740bec",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth9fdc019",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="vethb268fdd",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="vethcd12893",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="vethd74ef8a",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="vetheac2070",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="vethf07a0e2",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="vethfd9a675",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth0a830d2",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth720860a",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth5af2206",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="veth6216592",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="vethada03a2",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="vethccca37e",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="vetha07ba5e",instance="node-exporter:9100",job="node-exporter"} 1500
node_network_mtu_bytes{device="vethd0e8eb0",instance="node-exporter:9100",job="node-exporter"} 1500

## node_network_name_assign_type
node_network_name_assign_type{device="br-218496e80dff",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="br-ba778a381b9b",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="docker0",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="dummy0",instance="node-exporter:9100",job="node-exporter"} 1
node_network_name_assign_type{device="eth0",instance="node-exporter:9100",job="node-exporter"} 1
node_network_name_assign_type{device="lo",instance="node-exporter:9100",job="node-exporter"} 2
node_network_name_assign_type{device="services1",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth3cb0139",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="vetha0984df",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="vethe3d70e5",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth1fc7398",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth2925046",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth5fbb27c",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth0292760",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth16d1bda",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth928a5d0",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth675f952",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth44e63ce",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth47012f9",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth51201d1",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth7722823",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth187feb3",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth2e0e765",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth3000906",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth5674f58",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth5f7642e",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth7850ffd",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth7d983a4",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth867513b",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth9740bec",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth9fdc019",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="vethb268fdd",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="vethcd12893",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="vethd74ef8a",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="vetheac2070",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="vethf07a0e2",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="vethfd9a675",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth0a830d2",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth720860a",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth5af2206",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="veth6216592",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="vethada03a2",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="vethccca37e",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="vetha07ba5e",instance="node-exporter:9100",job="node-exporter"} 3
node_network_name_assign_type{device="vethd0e8eb0",instance="node-exporter:9100",job="node-exporter"} 3

## node_network_net_dev_group
node_network_net_dev_group{device="bond0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="br-218496e80dff",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="br-ba778a381b9b",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="docker0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="dummy0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="erspan0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="eth0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="gre0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="gretap0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="ip6_vti0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="ip6gre0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="ip6tnl0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="ip_vti0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="lo",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="services1",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="sit0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="teql0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="tunl0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="veth3cb0139",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="vetha0984df",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="vethe3d70e5",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="veth1fc7398",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="veth2925046",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="veth5fbb27c",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="veth0292760",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="veth16d1bda",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="veth928a5d0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="veth675f952",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="veth44e63ce",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="veth47012f9",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="veth51201d1",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="veth7722823",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="veth187feb3",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="veth2e0e765",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="veth3000906",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="veth5674f58",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="veth5f7642e",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="veth7850ffd",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="veth7d983a4",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="veth867513b",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="veth9740bec",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="veth9fdc019",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="vethb268fdd",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="vethcd12893",instance="node-exporter:9100",job="node-exporter"} 0
node_network_net_dev_group{device="vethd74ef8a",instance="node-exporter:9100",job="node-exporter"} 0
