# Metrics for node-exporter
# Job: node-exporter
# Category: monitoring
# Exported at: 2025-07-02T11:09:54.004769
# Total metrics: 2478
# Unique metric types: 317

## go_gc_duration_seconds
node_network_flags{device="veth928a5d0",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="veth675f952",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="veth44e63ce",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="veth47012f9",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="veth51201d1",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="veth7722823",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="veth187feb3",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="veth2e0e765",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="veth3000906",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="veth5674f58",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="veth5f7642e",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="veth7850ffd",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="veth7d983a4",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="veth867513b",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="veth9740bec",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="veth9fdc019",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="vethb268fdd",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="vethcd12893",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="vethd74ef8a",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="vetheac2070",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="vethf07a0e2",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="vethfd9a675",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="veth0a830d2",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="veth720860a",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="veth5af2206",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="veth6216592",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="vethada03a2",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="vethccca37e",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="vetha07ba5e",instance="node-exporter:9100",job="node-exporter"} 4867
node_network_flags{device="vethd0e8eb0",instance="node-exporter:9100",job="node-exporter"} 4867

## node_network_iface_id
node_network_iface_id{device="bond0",instance="node-exporter:9100",job="node-exporter"} 2
node_network_iface_id{device="br-218496e80dff",instance="node-exporter:9100",job="node-exporter"} 16
node_network_iface_id{device="br-ba778a381b9b",instance="node-exporter:9100",job="node-exporter"} 18
node_network_iface_id{device="docker0",instance="node-exporter:9100",job="node-exporter"} 17
node_network_iface_id{device="dummy0",instance="node-exporter:9100",job="node-exporter"} 3
node_network_iface_id{device="erspan0",instance="node-exporter:9100",job="node-exporter"} 9
node_network_iface_id{device="eth0",instance="node-exporter:9100",job="node-exporter"} 4
node_network_iface_id{device="gre0",instance="node-exporter:9100",job="node-exporter"} 7
node_network_iface_id{device="gretap0",instance="node-exporter:9100",job="node-exporter"} 8
node_network_iface_id{device="ip6_vti0",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_id{device="ip6gre0",instance="node-exporter:9100",job="node-exporter"} 14
node_network_iface_id{device="ip6tnl0",instance="node-exporter:9100",job="node-exporter"} 13
node_network_iface_id{device="ip_vti0",instance="node-exporter:9100",job="node-exporter"} 10
node_network_iface_id{device="lo",instance="node-exporter:9100",job="node-exporter"} 1
node_network_iface_id{device="services1",instance="node-exporter:9100",job="node-exporter"} 15
node_network_iface_id{device="sit0",instance="node-exporter:9100",job="node-exporter"} 12
node_network_iface_id{device="teql0",instance="node-exporter:9100",job="node-exporter"} 5
node_network_iface_id{device="tunl0",instance="node-exporter:9100",job="node-exporter"} 6
node_network_iface_id{device="veth3cb0139",instance="node-exporter:9100",job="node-exporter"} 22
node_network_iface_id{device="vetha0984df",instance="node-exporter:9100",job="node-exporter"} 19
node_network_iface_id{device="vethe3d70e5",instance="node-exporter:9100",job="node-exporter"} 20
node_network_iface_id{device="veth1fc7398",instance="node-exporter:9100",job="node-exporter"} 25
node_network_iface_id{device="veth2925046",instance="node-exporter:9100",job="node-exporter"} 23
node_network_iface_id{device="veth5fbb27c",instance="node-exporter:9100",job="node-exporter"} 24
node_network_iface_id{device="veth0292760",instance="node-exporter:9100",job="node-exporter"} 26
node_network_iface_id{device="veth16d1bda",instance="node-exporter:9100",job="node-exporter"} 27
node_network_iface_id{device="veth928a5d0",instance="node-exporter:9100",job="node-exporter"} 28
node_network_iface_id{device="veth675f952",instance="node-exporter:9100",job="node-exporter"} 39
node_network_iface_id{device="veth44e63ce",instance="node-exporter:9100",job="node-exporter"} 40
node_network_iface_id{device="veth47012f9",instance="node-exporter:9100",job="node-exporter"} 41
node_network_iface_id{device="veth51201d1",instance="node-exporter:9100",job="node-exporter"} 43
node_network_iface_id{device="veth7722823",instance="node-exporter:9100",job="node-exporter"} 44
node_network_iface_id{device="veth187feb3",instance="node-exporter:9100",job="node-exporter"} 47
node_network_iface_id{device="veth2e0e765",instance="node-exporter:9100",job="node-exporter"} 56
node_network_iface_id{device="veth3000906",instance="node-exporter:9100",job="node-exporter"} 48
node_network_iface_id{device="veth5674f58",instance="node-exporter:9100",job="node-exporter"} 51
node_network_iface_id{device="veth5f7642e",instance="node-exporter:9100",job="node-exporter"} 57
node_network_iface_id{device="veth7850ffd",instance="node-exporter:9100",job="node-exporter"} 52
node_network_iface_id{device="veth7d983a4",instance="node-exporter:9100",job="node-exporter"} 55
node_network_iface_id{device="veth867513b",instance="node-exporter:9100",job="node-exporter"} 54
node_network_iface_id{device="veth9740bec",instance="node-exporter:9100",job="node-exporter"} 58
node_network_iface_id{device="veth9fdc019",instance="node-exporter:9100",job="node-exporter"} 60
node_network_iface_id{device="vethb268fdd",instance="node-exporter:9100",job="node-exporter"} 46
node_network_iface_id{device="vethcd12893",instance="node-exporter:9100",job="node-exporter"} 53
node_network_iface_id{device="vethd74ef8a",instance="node-exporter:9100",job="node-exporter"} 49
node_network_iface_id{device="vetheac2070",instance="node-exporter:9100",job="node-exporter"} 50
node_network_iface_id{device="vethf07a0e2",instance="node-exporter:9100",job="node-exporter"} 45
node_network_iface_id{device="vethfd9a675",instance="node-exporter:9100",job="node-exporter"} 59
node_network_iface_id{device="veth0a830d2",instance="node-exporter:9100",job="node-exporter"} 62
node_network_iface_id{device="veth720860a",instance="node-exporter:9100",job="node-exporter"} 61
node_network_iface_id{device="veth5af2206",instance="node-exporter:9100",job="node-exporter"} 63
node_network_iface_id{device="veth6216592",instance="node-exporter:9100",job="node-exporter"} 64
node_network_iface_id{device="vethada03a2",instance="node-exporter:9100",job="node-exporter"} 66
node_network_iface_id{device="vethccca37e",instance="node-exporter:9100",job="node-exporter"} 65
node_network_iface_id{device="vetha07ba5e",instance="node-exporter:9100",job="node-exporter"} 70
node_network_iface_id{device="vethd0e8eb0",instance="node-exporter:9100",job="node-exporter"} 138

## node_network_iface_link
node_network_iface_link{device="bond0",instance="node-exporter:9100",job="node-exporter"} 2
node_network_iface_link{device="br-218496e80dff",instance="node-exporter:9100",job="node-exporter"} 16
node_network_iface_link{device="br-ba778a381b9b",instance="node-exporter:9100",job="node-exporter"} 18
node_network_iface_link{device="docker0",instance="node-exporter:9100",job="node-exporter"} 17
node_network_iface_link{device="dummy0",instance="node-exporter:9100",job="node-exporter"} 3
node_network_iface_link{device="erspan0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link{device="eth0",instance="node-exporter:9100",job="node-exporter"} 4
node_network_iface_link{device="gre0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link{device="gretap0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link{device="ip6_vti0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link{device="ip6gre0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link{device="ip6tnl0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link{device="ip_vti0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link{device="lo",instance="node-exporter:9100",job="node-exporter"} 1
node_network_iface_link{device="services1",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="sit0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link{device="teql0",instance="node-exporter:9100",job="node-exporter"} 5
node_network_iface_link{device="tunl0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link{device="veth3cb0139",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="vetha0984df",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="vethe3d70e5",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth1fc7398",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth2925046",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth5fbb27c",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth0292760",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth16d1bda",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth928a5d0",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth675f952",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth44e63ce",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth47012f9",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth51201d1",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth7722823",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth187feb3",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth2e0e765",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth3000906",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth5674f58",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth5f7642e",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth7850ffd",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth7d983a4",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth867513b",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth9740bec",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth9fdc019",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="vethb268fdd",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="vethcd12893",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="vethd74ef8a",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="vetheac2070",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="vethf07a0e2",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="vethfd9a675",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth0a830d2",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth720860a",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth5af2206",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="veth6216592",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="vethada03a2",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="vethccca37e",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="vetha07ba5e",instance="node-exporter:9100",job="node-exporter"} 11
node_network_iface_link{device="vethd0e8eb0",instance="node-exporter:9100",job="node-exporter"} 11

## node_network_iface_link_mode
node_network_iface_link_mode{device="bond0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="br-218496e80dff",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="br-ba778a381b9b",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="docker0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="dummy0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="erspan0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="eth0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="gre0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="gretap0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="ip6_vti0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="ip6gre0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="ip6tnl0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="ip_vti0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="lo",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="services1",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="sit0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="teql0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="tunl0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth3cb0139",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="vetha0984df",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="vethe3d70e5",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth1fc7398",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth2925046",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth5fbb27c",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth0292760",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth16d1bda",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth928a5d0",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth675f952",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth44e63ce",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth47012f9",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth51201d1",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth7722823",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth187feb3",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth2e0e765",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth3000906",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth5674f58",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth5f7642e",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth7850ffd",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth7d983a4",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth867513b",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth9740bec",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth9fdc019",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="vethb268fdd",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="vethcd12893",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="vethd74ef8a",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="vetheac2070",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="vethf07a0e2",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="vethfd9a675",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth0a830d2",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth720860a",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth5af2206",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="veth6216592",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="vethada03a2",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="vethccca37e",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="vetha07ba5e",instance="node-exporter:9100",job="node-exporter"} 0
node_network_iface_link_mode{device="vethd0e8eb0",instance="node-exporter:9100",job="node-exporter"} 0

## node_network_info
node_network_info{adminstate="down",device="teql0",instance="node-exporter:9100",job="node-exporter",operstate="down"} 1
node_network_info{address="00:00:00:00",adminstate="down",broadcast="00:00:00:00",device="gre0",instance="node-exporter:9100",job="node-exporter",operstate="down"} 1
node_network_info{address="00:00:00:00",adminstate="down",broadcast="00:00:00:00",device="ip_vti0",instance="node-exporter:9100",job="node-exporter",operstate="down"} 1
node_network_info{address="00:00:00:00",adminstate="down",broadcast="00:00:00:00",device="sit0",instance="node-exporter:9100",job="node-exporter",operstate="down"} 1
node_network_info{address="00:00:00:00",adminstate="down",broadcast="00:00:00:00",device="tunl0",instance="node-exporter:9100",job="node-exporter",operstate="down"} 1
node_network_info{address="00:00:00:00:00:00",adminstate="down",broadcast="ff:ff:ff:ff:ff:ff",device="erspan0",instance="node-exporter:9100",job="node-exporter",operstate="down"} 1
node_network_info{address="00:00:00:00:00:00",adminstate="down",broadcast="ff:ff:ff:ff:ff:ff",device="gretap0",instance="node-exporter:9100",job="node-exporter",operstate="down"} 1
node_network_info{address="00:00:00:00:00:00",adminstate="up",broadcast="00:00:00:00:00:00",device="lo",instance="node-exporter:9100",job="node-exporter",operstate="unknown"} 1
node_network_info{address="00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00",adminstate="down",broadcast="00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00",device="ip6_vti0",instance="node-exporter:9100",job="node-exporter",operstate="down"} 1
node_network_info{address="00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00",adminstate="down",broadcast="00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00",device="ip6gre0",instance="node-exporter:9100",job="node-exporter",operstate="down"} 1
node_network_info{address="00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00",adminstate="down",broadcast="00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00",device="ip6tnl0",instance="node-exporter:9100",job="node-exporter",operstate="down"} 1
node_network_info{address="32:f6:6b:98:70:3f",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth3cb0139",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="3e:58:0a:e4:7d:74",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="services1",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="42:44:8f:bf:d1:14",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="docker0",duplex="unknown",instance="node-exporter:9100",job="node-exporter",operstate="down"} 1
node_network_info{address="5a:c6:81:e7:03:02",adminstate="down",broadcast="ff:ff:ff:ff:ff:ff",device="bond0",instance="node-exporter:9100",job="node-exporter",operstate="down"} 1
node_network_info{address="62:73:7a:b2:2c:e1",adminstate="down",broadcast="ff:ff:ff:ff:ff:ff",device="dummy0",instance="node-exporter:9100",job="node-exporter",operstate="down"} 1
node_network_info{address="86:34:38:c7:8b:65",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="vethe3d70e5",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="b6:d9:26:97:7c:50",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="eth0",duplex="unknown",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="d2:ec:88:a2:33:ce",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="br-218496e80dff",duplex="unknown",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="d6:e6:4e:29:fb:1f",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="br-ba778a381b9b",duplex="unknown",instance="node-exporter:9100",job="node-exporter",operstate="down"} 1
node_network_info{address="ea:e1:4b:f6:ef:a3",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="vetha0984df",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="8a:27:14:1d:fc:03",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth5fbb27c",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="8a:92:47:2f:f0:12",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth1fc7398",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="92:73:48:f3:48:b5",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth2925046",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="3a:03:b1:ad:63:cb",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth0292760",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="7a:74:a4:df:b6:bd",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth16d1bda",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="aa:2c:ee:e5:93:d8",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth928a5d0",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="26:64:90:5e:47:6e",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth675f952",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="52:07:47:e3:cf:1d",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth51201d1",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="a6:d2:ea:0a:be:67",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth44e63ce",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="b2:58:22:c0:a4:ed",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth47012f9",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="4e:79:83:5e:1f:48",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth7722823",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="16:80:f9:c8:71:b3",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth867513b",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="32:0e:4c:f9:e5:98",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth7850ffd",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="4a:44:f5:00:cb:e0",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth7d983a4",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="5a:1c:dc:92:1d:36",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="vethfd9a675",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="72:31:71:79:7e:00",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth2e0e765",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="76:66:1d:5a:d2:ed",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth9fdc019",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="7e:33:da:99:36:49",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth187feb3",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="7e:50:96:c4:29:5c",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth3000906",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="82:a6:d6:bd:99:b8",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="vethf07a0e2",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="a6:e4:23:75:1e:53",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="vetheac2070",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="c6:6f:ab:3b:85:f2",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth5674f58",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="ea:dc:80:9b:55:32",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth5f7642e",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="ee:2f:66:d0:b6:b1",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth9740bec",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="f2:74:12:e1:ce:90",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="vethd74ef8a",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="f6:22:50:f8:88:40",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="vethcd12893",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="fa:0e:c8:53:08:d6",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="vethb268fdd",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="22:e6:59:44:8f:08",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth720860a",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="46:37:57:e7:ab:40",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth0a830d2",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="0a:9e:1c:29:b9:1f",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="vethccca37e",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="1a:a5:6e:22:5b:30",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth5af2206",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="36:96:56:5f:7b:3a",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="vethada03a2",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="aa:8d:5f:86:89:b0",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="veth6216592",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="a6:92:2b:dc:a2:7f",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="vetha07ba5e",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1
node_network_info{address="c2:fe:1f:5b:b7:6e",adminstate="up",broadcast="ff:ff:ff:ff:ff:ff",device="vethd0e8eb0",duplex="full",instance="node-exporter:9100",job="node-exporter",operstate="up"} 1

## node_network_mtu_bytes
